$contributor.employer.matched
                                             (Intercept) cycle2020    cycle2024
AMDOCS LTD                                                            0.5420517
AMERICAN ELECTRONIC COMPONENTS INC                                    0.5420517
AMERICAN TECHNICAL CERAMICS CORP                                      0.5420517
AMERICAN TOWER CORP                                                   0.5420517
Amesite Inc.                                                          0.5420517
AMICAS, Inc.                                                          0.5420517
AMIS HOLDINGS INC                                                     0.5420517
AMKOR TECHNOLOGY, INC.                                                0.5420517
AMP INC                                                               0.5420517
AMPEX CORP                                                            0.5420517
Amplitude, Inc.                                                       0.5420517
ANADIGICS INC                                                         0.5420517
ANALEX CORP                                                           0.5420517
ANALOG DEVICES INC                                                    0.5420517
ANALYSTS INTERNATIONAL CORP                                           0.5420517
ANALYTICAL GRAPHICS INC                                               0.5420517
Anaplan, Inc.                                                         0.5420517
ANAREN  INC                                                           0.5420517
ANSA COMMUNICATIONS INC                                               0.5420517
Answers CORP                                                          0.5420517
ANSYS INC                                                             0.5420517
ANTEC CORP                                                            0.5420517
